# IP	Distancia
214.137.233.247	421
214.138.199.42	379
214.139.184.3	372
214.141.175.218	285
214.145.87.18	290
214.147.119.37	361
214.151.76.123	317
214.152.105.113	466
214.157.62.250	222
214.161.82.151	501
214.165.170.116	408
214.167.235.82	446
214.169.215.227	297
214.175.223.200	402
214.183.96.139	477
214.196.170.251	493
214.204.105.206	372
214.206.122.249	311
214.207.51.223	360
214.207.237.218	481
214.221.40.188	364
214.235.171.192	454
214.237.63.71	241
214.240.88.115	440
214.252.211.188	424
214.253.174.41	583
215.2.96.226	433
215.3.221.178	412
215.11.112.67	357
215.21.96.22	385
215.24.36.107	287
215.28.37.213	315
215.29.84.22	337
215.35.172.130	326
215.35.252.79	520
215.44.198.80	413
215.52.254.116	276
215.61.31.215	338
215.72.196.224	359
215.73.208.192	340
215.74.113.62	265
215.82.73.87	328
215.84.202.93	278
215.91.199.240	322
215.93.192.50	220
215.94.183.102	185
215.95.213.65	333
215.98.188.110	346
215.99.123.42	588
215.102.188.151	297
215.106.246.207	398
215.120.132.36	769
215.121.212.202	385
215.130.180.233	298
215.134.116.2	426
215.136.18.135	376
215.136.67.78	222
215.143.113.180	448
215.144.41.50	431
215.153.207.26	381
215.154.153.214	234
215.156.117.214	458
215.161.63.253	384
215.164.77.48	316
215.165.130.58	338
215.183.245.27	441
215.185.34.178	494
215.185.64.217	339
215.187.123.223	278
215.188.97.218	332
215.189.139.204	291
215.202.79.54	387
215.202.223.118	346
215.214.232.6	370
215.233.223.219	320
215.235.49.184	213
215.238.187.158	392
215.244.30.101	436
215.247.1.213	308
215.247.166.92	391
215.248.228.103	299
216.2.37.223	403
216.2.149.163	342
216.6.59.205	462
216.7.140.190	429
216.10.140.127	429
216.18.203.37	350
216.25.178.23	431
216.26.36.237	228
216.28.117.43	429
216.31.218.18	490
216.33.159.187	301
216.37.174.168	286
216.48.151.40	374
216.52.34.249	289
216.52.159.219	317
216.52.252.59	324
216.54.84.243	443
216.56.168.44	377
216.57.210.220	268
216.66.53.230	351
216.74.48.71	408
216.74.54.221	331
216.77.18.191	496
216.77.43.240	345
216.87.214.25	377
216.91.167.159	484
216.100.17.172	473
216.108.209.170	324
216.139.41.126	324
216.146.132.223	421
216.147.231.145	350
216.149.228.217	354
216.150.189.18	304
216.152.37.155	300
216.154.82.136	294
216.154.143.47	399
216.162.139.2	338
216.162.208.13	268
216.175.84.138	349
216.177.169.148	328
216.187.253.30	348
216.197.170.217	302
216.207.61.169	355
216.208.102.224	310
216.210.162.47	324
216.211.253.128	330
216.212.212.167	388
216.218.210.223	286
216.225.8.243	205
216.227.193.199	287
216.231.77.151	319
216.234.232.45	387
216.241.201.48	215
216.244.71.249	298
216.245.69.195	190
216.245.172.120	323
216.248.182.249	242
217.4.48.58	271
217.13.253.136	427
217.15.168.10	339
217.16.15.183	639
217.21.251.242	440
217.27.169.114	364
217.28.154.239	300
217.36.161.227	397
217.39.117.158	223
217.47.21.195	392
217.61.94.46	283
217.65.119.93	334
217.67.14.127	279
217.73.50.6	444
217.75.221.84	270
217.80.155.213	390
217.84.125.222	292
217.96.157.248	453
217.109.13.192	300
217.110.199.106	396
217.114.246.121	480
217.119.113.32	329
217.137.151.214	329
217.139.235.234	503
217.151.192.37	460
217.153.78.149	389
217.155.93.72	315
217.173.183.182	271
217.183.170.130	457
217.183.187.106	309
217.183.232.126	460
217.188.127.118	419
217.188.210.181	94
217.188.216.168	369
217.193.132.99	391
217.194.159.240	246
217.195.42.207	365
217.202.180.72	405
217.212.211.115	338
217.228.27.60	455
217.236.94.63	408
217.237.75.32	371
217.244.188.213	196
217.246.164.100	292
217.246.246.129	356
218.4.223.14	453
218.7.102.126	385
218.8.182.112	334
218.11.63.216	356
218.11.170.204	371
218.20.1.117	503
218.20.190.174	271
218.25.74.88	454
218.39.112.141	444
218.44.71.181	316
218.47.254.107	417
218.52.175.11	444
218.57.242.132	368
218.59.59.215	330
218.60.165.95	274
218.63.15.91	157
218.65.70.61	373
218.65.241.108	297
218.66.24.62	359
218.68.102.110	366
218.70.18.234	240
218.79.247.164	255
218.91.241.191	395
218.96.45.51	571
218.96.240.49	177
218.99.80.68	409
218.100.53.118	339
218.106.157.253	367
218.108.188.44	332
218.112.233.214	366
218.114.44.9	328
218.115.141.126	149
218.118.39.154	493
218.131.7.165	298
218.144.195.52	381
218.148.11.253	333
218.158.216.30	269
218.159.208.71	465
218.164.36.201	371
218.174.228.216	240
218.174.243.81	254
218.195.201.25	443
218.195.240.195	404
218.197.6.41	445
218.197.76.90	312
218.197.92.189	307
218.198.31.127	360
218.200.195.88	449
218.217.11.152	296
218.224.38.219	360
218.226.99.32	336
218.233.233.246	456
218.239.214.160	344
218.251.181.160	469
219.3.54.141	201
219.14.74.249	211
219.15.117.176	589
219.25.205.178	211
219.32.130.104	563
219.34.29.50	315
219.38.205.25	340
219.39.16.90	288
219.60.12.85	375
219.60.128.247	357
219.60.171.33	278
219.61.119.146	328
219.61.226.250	147
219.67.108.21	570
219.75.168.78	372
219.75.252.190	438
219.80.42.88	494
219.83.214.126	278
219.83.243.232	464
219.85.79.221	440
219.89.235.138	383
219.100.208.139	375
219.102.73.141	338
219.102.136.178	447
219.103.109.173	289
219.104.248.50	352
219.111.104.62	442
219.113.73.134	416
219.115.7.39	607
219.115.134.121	369
219.115.204.224	321
219.120.3.96	313
219.129.119.117	370
219.131.39.158	328
219.133.207.66	260
219.139.158.99	314
219.146.207.204	316
219.147.172.122	421
219.152.103.35	227
219.153.9.57	232
219.153.149.90	268
219.159.20.200	361
219.165.48.240	356
219.166.127.35	414
219.168.137.103	414
219.175.64.39	362
219.176.137.200	358
219.178.185.228	353
219.183.60.253	379
219.191.179.63	360
219.194.214.202	342
219.197.220.56	565
219.200.192.242	337
219.202.184.82	401
219.205.8.64	503
219.205.213.61	371
219.217.91.15	463
219.223.66.204	332
219.227.99.130	291
219.238.178.201	340
219.247.179.63	290
219.250.119.244	278
219.252.173.170	413
220.19.90.230	363
220.20.199.4	277
220.21.168.147	340
220.23.163.66	310
220.31.59.51	319
220.31.157.171	269
220.39.148.18	392
220.40.81.20	309
220.45.84.251	334
220.47.9.130	321
220.50.33.144	532
220.51.12.91	327
220.52.64.232	374
220.57.75.106	318
220.58.134.10	267
220.64.246.33	442
220.67.47.175	390
220.73.59.10	324
220.86.119.196	502
220.89.22.113	366
220.91.31.147	192
220.100.81.36	292
220.101.24.215	346
220.116.201.223	332
220.146.165.107	285
220.149.74.75	471
220.159.247.11	226
220.161.137.175	282
220.173.160.224	356
220.173.217.74	455
220.180.56.219	351
220.181.198.229	303
220.183.35.111	251
220.184.228.75	311
220.190.197.175	200
220.198.56.35	299
220.206.65.121	478
220.208.143.96	274
220.210.239.189	272
220.211.45.145	443
220.237.209.149	220
220.239.75.3	454
220.241.26.171	288
220.241.183.251	340
220.244.7.88	353
220.244.194.38	405
221.2.57.72	389
221.2.207.144	350
221.4.85.57	464
221.10.156.5	384
221.13.172.134	301
221.16.206.155	469
221.21.48.98	369
221.32.173.121	510
221.36.37.171	412
221.38.26.101	300
221.41.43.218	435
221.43.2.58	287
221.49.199.144	427
221.52.141.41	150
221.55.15.31	321
221.55.105.208	347
221.57.144.39	323
221.58.176.234	348
221.63.175.226	218
221.65.71.156	390
221.69.2.13	337
221.69.25.227	387
221.73.234.134	393
221.75.212.65	343
221.81.155.88	242
221.82.39.68	292
221.83.106.164	308
221.84.162.108	476
221.84.176.194	268
221.85.201.4	320
221.87.4.210	170
221.91.90.111	320
221.95.128.221	609
221.105.52.8	245
221.119.70.80	283
221.127.226.4	728
221.133.120.14	566
221.137.175.72	365
221.140.197.44	516
221.147.187.28	240
221.150.115.126	341
221.154.52.128	244
221.158.78.84	397
221.168.137.247	298
221.169.55.9	239
221.172.159.140	362
221.178.123.216	350
221.185.153.22	487
221.195.242.198	332
221.206.18.111	372
221.206.60.146	331
221.208.172.64	356
221.218.101.176	396
221.222.8.201	311
221.223.156.107	353
221.224.182.29	322
221.230.157.64	379
221.233.8.100	494
221.233.220.162	414
221.236.20.92	302
221.241.55.101	347
221.247.48.29	335
221.251.124.140	366
221.254.147.34	377
222.2.195.232	353
222.10.70.191	262
222.17.106.164	351
222.27.239.118	676
222.30.95.102	363
222.31.237.136	525
222.38.209.49	431
222.40.158.219	307
222.41.175.30	270
222.45.107.134	485
222.52.15.76	554
222.55.67.188	487
222.57.85.245	324
222.58.9.213	403
222.65.180.49	415
222.78.186.240	502
222.81.85.176	395
222.97.241.173	553
222.108.52.201	384
222.109.126.23	371
222.117.6.133	313
222.119.65.114	367
222.119.232.193	156
222.122.228.218	306
222.133.48.50	299
222.135.36.99	427
222.143.196.250	284
222.144.162.251	327
222.145.178.180	402
222.145.199.79	59
222.153.100.231	452
222.154.51.11	365
222.155.90.131	334
222.157.47.132	198
222.168.65.178	370
222.173.243.127	312
222.175.163.26	440
222.177.53.238	401
222.180.145.99	311
222.187.241.29	336
222.188.237.94	340
222.190.5.65	339
222.195.181.121	329
222.207.10.202	425
222.212.109.175	481
222.222.253.251	330
222.235.220.161	400
222.236.83.6	378
222.241.55.80	429
222.244.91.30	527
223.5.172.248	265
223.7.177.192	347
223.15.150.249	388
223.22.137.180	374
223.31.225.156	287
223.40.152.4	484
223.58.102.179	267
223.67.184.91	276
223.69.151.145	221
223.70.101.164	373
223.73.38.138	311
223.82.13.217	397
223.83.23.17	580
223.92.123.241	292
223.93.57.150	230
223.94.229.235	444
223.100.55.115	683
223.103.226.175	424
223.105.43.96	315
223.114.123.200	243
223.126.237.142	394
223.136.1.3	415
223.141.27.4	355
223.154.37.71	341
223.156.208.196	360
223.162.130.180	366
223.164.49.233	603
223.168.55.229	341
223.174.104.22	294
223.176.139.56	474
223.187.36.175	676
223.195.185.213	421
223.196.175.110	327
223.214.251.199	304
223.222.250.120	150
223.223.63.62	447
223.225.66.108	418
223.230.140.153	295
223.230.249.232	315
223.234.63.61	314
223.235.205.243	332
223.239.31.126	296
223.244.93.181	320
223.245.14.169	303
223.250.88.225	545
224.5.114.207	238
224.6.28.239	284
224.10.116.223	392
224.14.237.243	475
224.25.179.59	304
224.28.76.43	391
224.32.67.178	316
224.41.7.32	468
224.44.63.106	380
224.52.125.104	431
224.53.174.215	421
224.60.128.7	257
224.61.40.119	384
224.66.59.177	302
224.68.114.113	259
224.71.61.177	303
224.75.119.114	208
224.75.192.135	496
224.75.194.39	425
224.103.31.174	303
224.106.199.133	452
224.107.230.9	344
224.115.1.203	297
224.122.114.62	314
224.124.113.164	304
224.124.207.73	451
224.127.165.105	364
224.145.110.195	328
224.150.78.72	223
224.157.30.71	312
224.161.172.220	361
224.162.121.166	337
224.165.183.61	424
224.171.91.153	398
224.175.151.44	411
224.182.134.50	379
224.190.166.48	313
224.205.204.146	386
224.208.124.130	340
224.208.189.15	406
224.216.249.212	252
224.217.50.135	398
224.228.148.214	471
224.231.6.225	360
224.234.179.251	213
224.242.253.113	289
224.248.127.43	488
224.250.36.80	315
225.7.88.178	324
225.9.143.89	398
225.17.162.186	496
225.17.196.83	364
225.20.162.55	365
225.24.200.63	408
225.26.64.5	464
225.28.220.55	414
225.33.238.11	232
225.38.111.249	360
225.39.147.77	385
225.41.147.26	616
225.45.120.6	380
225.49.116.45	402
225.52.162.1	295
225.55.70.246	331
225.58.112.239	308
225.62.118.28	348
225.66.195.32	438
225.76.22.27	335
225.79.153.110	419
225.79.166.7	291
225.98.82.21	695
225.100.21.75	296
225.100.88.252	307
225.103.114.129	478
225.108.183.191	196
225.112.106.120	364
225.120.50.4	419
225.121.217.214	288
225.126.242.190	287
225.141.118.57	324
225.148.125.232	270
225.155.253.62	249
225.157.146.194	351
225.160.58.66	290
225.173.103.167	491
225.176.197.114	377
225.178.225.230	345
225.181.140.97	364
225.183.81.203	397
225.186.149.174	303
225.188.235.130	360
225.189.3.36	360
225.195.32.219	375
225.216.234.20	429
225.219.80.36	362
225.224.253.100	207
225.226.83.129	369
225.254.119.65	307
226.6.169.59	427
226.12.74.241	427
226.12.127.128	429
226.18.69.92	406
226.20.103.227	314
226.25.31.175	182
226.29.183.173	326
226.30.128.215	527
226.34.176.25	388
226.41.45.159	295
226.44.198.113	438
226.52.189.177	265
226.63.9.243	295
226.78.163.167	421
226.88.73.225	426
226.89.92.153	694
226.91.178.26	484
226.93.152.107	302
226.96.246.167	262
226.104.254.212	324
226.114.63.5	278
226.125.183.89	375
226.137.108.141	498
226.137.181.1	512
226.140.165.106	318
226.142.175.254	310
226.157.153.211	332
226.164.130.46	456
226.165.204.220	63
226.173.234.227	284
226.176.133.74	462
226.178.12.224	288
226.178.216.176	372
226.184.139.189	509
226.188.222.144	389
226.189.74.182	541
226.190.1.211	459
226.190.76.27	473
226.190.244.254	496
226.200.182.196	411
226.205.125.155	463
226.208.27.38	354
226.210.9.52	536
226.215.192.146	313
226.216.172.106	519
226.227.81.163	355
226.229.230.160	328
226.238.161.119	238
226.251.48.28	360
226.252.228.168	354
227.2.9.120	560
227.11.41.186	368
227.15.21.12	110
227.21.42.25	441
227.22.177.146	317
227.25.224.124	301
227.37.237.176	229
227.42.220.245	421
227.45.3.101	304
227.57.123.170	256
227.58.250.194	368
227.65.165.51	310
227.68.129.241	416
227.71.174.53	387
227.73.174.113	569
227.74.21.67	483
227.79.175.116	299
227.80.157.34	414
227.81.243.184	327
227.84.30.214	455
227.105.99.28	318
227.122.63.233	577
227.130.43.88	380
227.139.189.122	292
227.140.55.190	363
227.143.101.248	364
227.144.188.28	390
227.145.203.90	444
227.148.48.42	331
227.148.52.21	143
227.166.222.129	323
227.168.172.130	170
227.170.109.58	528
227.171.90.75	393
227.173.191.181	427
227.175.188.159	168
227.177.170.22	408
227.185.179.222	478
227.197.223.190	443
227.202.165.83	309
227.204.48.150	259
227.210.169.167	506
227.211.192.32	368
227.214.1.54	368
227.214.240.103	531
227.219.144.118	303
227.223.17.136	466
227.223.159.220	352
227.228.92.79	433
227.233.189.127	306
227.234.184.207	377
227.237.109.99	385
227.239.168.134	288
227.249.97.173	347
228.13.223.8	419
228.20.159.34	364
228.37.13.127	420
228.38.3.48	414
228.38.114.15	479
228.49.164.59	313
228.52.195.44	330
228.53.107.18	420
228.62.227.165	366
228.66.85.196	338
228.69.234.41	290
228.81.39.78	382
228.85.58.57	289
228.92.205.152	362
228.95.37.64	424
228.98.48.79	533
228.102.154.101	331
228.121.223.117	381
228.124.107.124	304
228.125.57.108	328
228.127.97.149	474
228.138.221.16	229
228.138.228.181	424
228.141.148.22	394
228.150.9.223	274
228.152.206.155	304
228.157.16.33	357
228.157.166.243	254
228.158.184.189	524
228.172.164.202	327
228.183.190.187	315
228.186.97.75	389
228.191.235.94	443
228.197.38.71	284
228.210.18.76	313
228.213.42.210	365
228.218.66.127	246
228.223.126.114	288
228.231.162.184	284
228.239.132.46	365
228.241.90.45	260
228.247.89.226	582
228.249.8.235	280
228.251.236.92	206
229.1.212.25	288
229.6.100.66	582
229.13.42.193	341
229.14.153.52	446
229.18.179.240	400
229.21.82.225	333
229.25.233.248	122
229.38.189.225	324
229.42.1.180	301
229.47.242.83	464
229.51.150.80	420
229.52.45.39	595
229.58.138.105	319
229.67.4.103	405
229.69.106.120	406
229.70.159.81	334
229.78.39.150	332
229.78.61.160	364
229.79.112.214	335
229.83.193.71	419
229.86.29.111	328
229.92.246.54	367
229.101.53.7	307
229.104.6.28	351
229.108.34.164	372
229.111.80.89	306
229.113.233.99	408
229.117.164.242	384
229.121.29.67	401
229.127.124.73	368
229.128.14.187	470
229.136.192.52	385
229.138.241.197	261
229.139.250.224	278
229.146.51.153	412
229.147.100.42	335
229.148.144.206	570
229.149.204.126	407
229.151.91.241	511
229.162.81.176	314
229.170.32.178	318
229.171.169.202	294
229.172.88.121	657
229.181.65.16	262
229.185.67.168	484
229.186.31.182	326
229.190.150.236	608
229.196.3.243	499
229.216.142.63	320
229.219.83.46	261
229.230.109.117	287
229.232.176.99	481
229.234.62.191	400
229.241.155.129	366
229.243.181.35	474
230.1.76.54	776
230.9.128.153	523
230.11.232.166	366
230.17.59.8	358
230.20.187.58	329
230.30.187.150	316
230.31.203.232	312
230.45.60.90	314
230.56.14.18	432
230.63.84.103	293
230.66.253.91	244
230.69.188.204	245
230.81.77.69	164
230.86.221.66	341
230.93.147.41	375
230.97.138.89	396
230.106.209.151	376
230.108.233.253	308
230.109.248.109	356
230.115.14.22	326
230.116.112.168	348
230.116.234.163	310
230.119.32.225	299
230.121.130.75	341
230.124.10.31	523
230.127.50.71	241
230.129.165.93	753
230.131.217.140	338
230.132.205.87	465
230.138.21.141	265
230.158.121.225	347
230.160.100.100	347
230.169.131.138	361
230.173.39.140	455
230.173.114.120	390
230.180.19.191	389
230.180.95.122	384
230.180.250.140	261
230.183.18.49	276
230.186.28.104	474
230.188.35.69	380
230.204.142.96	253
230.205.13.159	291
230.211.219.124	288
230.219.37.3	406
230.230.155.37	336
230.231.192.169	382
230.237.65.198	229
230.240.103.86	411
230.243.115.98	456
230.249.64.238	365
230.253.219.35	317
231.16.78.97	380
231.23.208.162	389
231.23.221.95	213
231.23.232.63	449
231.24.14.143	320
231.25.3.162	472
231.25.23.245	266
231.25.114.242	406
231.34.119.247	388
231.35.248.2	334
231.40.148.82	388
231.43.158.37	405
231.44.29.244	308
231.46.154.156	368
231.47.73.15	285
231.52.210.139	336
231.52.236.192	401
231.56.198.203	318
231.57.125.220	291
231.59.156.84	216
231.60.14.250	557
231.66.220.132	456
231.69.239.116	285
231.72.239.141	226
231.75.181.9	402
231.84.55.31	355
231.86.97.242	238
231.92.116.46	385
231.92.208.81	431
231.100.117.44	453
231.111.165.204	395
231.114.14.146	291
231.120.17.26	338
231.123.159.234	528
231.124.246.172	553
231.131.251.191	223
231.133.104.74	431
231.137.112.201	286
231.147.117.98	381
231.154.181.131	431
231.156.117.199	306
231.162.90.203	314
231.163.166.217	341
231.179.131.1	216
231.183.188.96	300
231.187.118.230	595
231.188.232.200	251
231.190.189.206	405
231.194.177.155	337
231.196.48.172	414
231.212.154.247	432
231.217.36.128	405
231.220.113.250	325
231.235.55.8	431
232.5.188.150	271
232.6.1.158	309
232.15.158.184	544
232.19.91.25	410
232.19.122.127	235
232.31.152.62	397
232.33.249.168	234
232.38.227.182	423
232.39.19.43	385
232.41.117.157	269
232.42.70.188	416
232.48.85.229	246
232.52.253.145	270
232.53.84.242	506
232.55.167.231	357
232.61.2.82	223
232.78.145.19	413
232.95.114.58	340
232.101.130.160	325
232.104.231.85	372
232.105.224.36	355
232.108.1.145	528
232.121.159.38	240
232.127.166.233	235
232.134.81.10	406
232.148.229.252	439
232.149.156.129	428
232.164.80.222	427
232.165.11.172	354
232.167.5.131	346
232.168.96.144	329
232.169.169.101	385
232.170.46.4	500
232.206.199.124	380
232.206.245.1	343
232.209.1.220	215
232.216.174.139	442
232.220.208.57	375
232.221.70.182	447
232.235.247.163	397
232.240.208.17	463
232.242.194.67	477
232.249.18.161	321
232.253.253.107	367
232.254.58.41	306
233.23.5.154	264
233.25.146.188	347
233.34.174.197	344
233.42.164.197	339
233.56.207.249	270
233.60.174.6	489
233.70.221.32	442
233.73.8.73	412
233.75.114.173	503
233.75.206.140	249
233.78.142.20	352
233.83.223.89	474
233.89.62.75	360
233.108.50.57	223
233.108.238.225	338
233.108.249.29	517
233.113.4.73	332
233.115.250.203	204
233.126.78.74	345
233.127.122.226	323
233.129.181.187	383
233.137.223.183	177
233.146.97.33	409
233.154.83.62	385
233.156.22.38	216
233.158.64.196	353
233.159.121.128	260
233.167.115.149	368
233.169.102.7	402
233.171.159.254	651
233.177.227.184	462
233.179.150.174	427
233.182.132.97	512
233.182.216.145	279
233.185.87.88	208
233.187.88.89	486
233.194.247.188	361
233.195.57.86	394
233.195.63.39	409
233.197.240.108	390
233.215.123.148	310
233.217.243.36	279
233.225.78.156	419
233.227.56.136	242
233.230.32.120	402
233.233.121.192	350
233.235.124.73	194
233.242.24.208	609
233.253.185.100	449
233.254.133.137	252
234.7.52.234	492
234.7.148.9	372
234.20.80.143	516
234.27.253.87	343
234.29.202.171	411
234.30.232.220	640
234.31.51.130	348
234.32.170.72	387
234.35.182.106	188
234.37.9.125	484
234.47.172.91	287
167.138.124.35	392
167.143.68.40	299
167.143.223.70	562
167.144.48.172	282
167.145.185.181	401
167.159.148.133	404
167.162.54.128	341
167.164.224.238	344
167.169.167.39	350
167.179.188.191	135
167.181.191.39	403
167.188.96.117	251
167.202.128.87	504
167.209.191.99	332
167.213.174.145	434
167.219.128.206	506
167.228.151.63	596
167.228.231.16	285
167.233.83.58	488
167.242.139.207	284
167.243.232.239	290
168.1.89.171	437
168.7.234.95	402
168.29.78.85	332
168.33.190.109	370
168.34.46.29	306
168.36.189.12	306
168.37.209.27	375
168.40.147.34	319
168.40.231.246	618
168.43.91.45	354
168.48.19.243	263
168.51.35.137	385
168.56.210.117	408
168.71.48.234	396
168.77.32.88	309
168.80.62.82	470
168.92.6.133	392
168.92.170.252	353
168.99.170.205	415
168.116.225.142	474
168.117.92.115	319
168.124.23.133	304
168.126.133.180	429
168.128.79.83	375
168.128.100.162	255
168.129.203.114	356
168.138.193.81	255
168.140.38.116	363
168.149.142.73	227
168.153.132.27	369
168.153.192.182	356
168.153.202.98	127
168.166.154.128	249
168.166.190.19	370
168.168.254.143	601
168.178.242.143	301
168.180.91.150	282
168.183.215.126	407
168.188.59.186	393
168.196.82.204	299
168.203.81.164	473
168.203.161.33	357
168.205.24.109	349
168.208.95.184	428
168.208.198.251	305
168.218.60.10	316
168.221.79.145	584
168.230.6.232	353
168.236.153.16	321
168.241.197.91	323
168.245.127.27	403
169.9.58.169	361
169.16.29.132	408
169.19.36.78	295
169.26.48.44	243
169.41.12.155	367
169.58.196.218	294
169.60.113.101	256
169.65.111.152	499
169.69.60.63	403
169.73.228.111	452
169.83.7.109	326
169.86.83.112	232
169.86.98.161	373
169.88.199.211	309
169.90.177.153	242
169.99.147.70	357
169.101.197.62	431
169.110.82.87	470
169.118.69.154	186
169.121.156.155	372
169.124.16.16	256
169.124.248.25	413
169.126.70.98	264
169.138.6.139	390
169.141.158.250	284
169.143.23.101	389
169.148.53.57	358
169.150.93.102	332
169.150.105.251	291
169.156.138.168	298
169.157.80.54	420
169.158.164.195	387
169.159.133.66	61
169.187.184.157	268
169.189.25.153	427
169.189.231.201	302
169.198.224.131	127
169.208.150.219	383
169.210.163.190	560
169.210.187.194	324
169.219.118.64	338
169.220.253.26	537
169.233.60.54	367
169.237.192.3	437
169.245.75.14	481
169.245.80.6	426
169.248.158.236	309
169.249.89.229	375
169.249.176.184	180
169.251.196.240	383
169.253.104.78	328
170.2.254.85	493
170.3.220.50	373
170.4.50.17	385
170.17.83.200	356
170.19.232.128	436
170.20.64.171	372
170.28.242.177	311
170.30.170.40	314
170.35.82.28	244
170.38.130.169	365
170.41.178.85	479
170.42.220.29	349
170.45.171.160	341
170.53.156.185	442
170.58.179.229	371
170.59.136.85	321
170.68.164.109	367
170.71.118.212	361
170.72.113.72	232
170.76.126.21	359
170.93.80.50	418
170.95.52.180	679
170.100.66.254	414
170.106.215.212	314
170.106.238.78	319
170.107.192.71	357
170.114.27.165	404
170.116.245.177	334
170.118.183.95	300
170.121.43.3	199
170.132.253.148	313
170.135.213.93	331
170.150.125.165	276
170.152.215.77	310
170.155.106.237	294
170.156.204.252	288
170.159.5.149	323
170.160.130.226	389
170.171.148.83	304
170.173.236.177	378
170.178.177.144	379
170.180.31.164	420
170.181.225.200	191
170.183.111.251	373
170.189.109.41	210
170.200.11.252	401
170.201.198.239	373
170.205.73.254	559
170.207.171.32	313
170.211.64.88	390
170.211.250.179	422
170.214.129.176	386
170.219.118.93	433
170.221.201.37	249
170.222.106.121	313
170.231.165.196	390
170.235.218.101	306
170.237.10.205	17
171.2.107.23	370
171.3.86.130	319
171.5.150.50	373
171.7.181.24	275
171.12.3.181	444
171.17.145.97	356
171.18.60.52	390
171.19.59.27	293
171.19.199.17	340
171.27.49.44	482
171.40.3.102	249
171.42.26.33	430
171.43.154.206	314
171.46.169.28	319
171.56.86.243	408
171.61.95.205	359
171.63.190.249	527
171.67.202.101	322
171.69.163.232	621
171.73.156.3	522
171.77.68.135	289
171.77.100.125	342
171.81.75.203	482
171.87.40.213	594
171.88.66.211	443
171.91.152.198	431
171.95.196.170	242
171.100.154.84	379
171.111.201.11	448
171.114.243.211	411
171.117.116.235	361
171.125.21.93	319
171.128.236.244	374
171.133.226.164	392
171.141.78.49	335
171.152.93.156	332
171.158.96.48	362
171.166.174.197	405
171.174.238.52	303
171.177.245.23	334
171.182.195.246	545
171.187.184.70	503
171.197.3.77	340
171.204.152.228	435
171.205.217.181	289
171.212.173.112	457
171.214.129.145	437
171.215.124.45	377
171.220.250.150	367
171.226.187.49	313
171.227.60.122	401
171.242.51.163	503
172.5.169.204	338
172.7.86.172	255
172.10.19.97	327
172.25.189.61	347
172.28.7.253	407
172.32.208.212	564
172.33.144.210	302
172.35.121.49	374
172.39.57.30	355
172.39.232.128	486
172.48.251.100	431
172.50.155.143	298
172.51.16.222	498
172.56.244.83	451
172.57.133.22	348
172.62.55.12	464
172.66.235.222	328
172.71.26.241	442
172.71.44.123	386
172.73.72.164	461
172.76.115.39	130
172.76.209.27	443
172.79.98.146	379
172.81.218.104	594
172.92.41.221	490
172.98.37.21	218
172.101.23.175	424
172.110.200.220	220
172.112.75.120	334
172.113.64.180	432
172.114.18.178	558
172.115.126.39	331
172.128.81.214	370
172.131.33.99	313
172.131.57.85	320
172.136.204.22	415
172.140.124.226	281
172.143.229.12	476
172.151.128.54	393
172.154.90.156	653
172.156.52.140	385
172.157.207.138	479
172.161.142.125	370
172.161.249.85	407
172.170.101.57	448
172.172.32.241	361
172.181.79.57	571
172.195.115.173	376
172.196.163.71	288
172.198.179.117	341
172.201.130.180	342
172.219.112.65	456
172.222.156.236	338
172.228.29.56	649
172.230.57.31	395
172.230.161.59	347
172.242.69.156	386
172.242.94.23	337
173.3.30.192	431
173.30.24.73	361
173.30.219.197	318
173.34.168.245	259
173.36.83.249	424
173.42.48.9	377
173.47.211.44	414
173.48.2.242	104
173.53.47.114	434
173.65.76.204	350
173.66.61.211	518
173.68.14.46	355
173.69.63.33	333
173.78.112.102	293
173.82.172.157	308
173.86.227.246	488
173.94.105.41	185
173.97.104.71	359
173.99.131.253	319
173.101.139.129	494
173.108.211.19	366
173.109.214.199	556
173.119.101.39	340
173.125.84.130	535
173.129.251.94	465
173.130.221.129	400
173.135.13.17	418
173.138.71.8	527
173.146.246.198	541
173.149.70.7	342
173.149.249.239	371
173.150.108.37	309
173.158.195.104	364
173.159.129.23	346
173.161.132.253	423
173.170.162.239	504
173.171.94.249	339
173.179.112.201	322
173.185.79.74	361
173.190.151.243	352
173.194.109.209	342
173.194.139.159	361
173.197.225.134	395
173.198.32.19	396
173.228.119.191	333
173.238.52.182	479
173.239.217.145	460
173.240.57.127	446
173.244.30.136	382
173.247.120.218	335
174.9.155.103	376
174.10.58.4	217
174.10.82.177	438
174.13.97.113	380
174.15.67.56	313
174.15.132.87	356
174.15.229.183	523
174.18.11.114	338
174.23.230.33	360
174.25.39.187	538
174.25.223.36	304
174.26.236.34	339
174.28.66.180	506
174.31.164.24	337
174.32.101.211	277
174.33.135.3	347
174.39.12.68	302
174.40.87.252	154
174.42.4.64	165
174.42.184.65	527
174.46.189.234	564
174.48.65.99	237
174.51.39.220	403
174.52.175.137	373
174.54.184.80	422
174.56.39.158	238
174.56.207.176	455
174.57.155.198	539
174.63.132.74	299
174.76.73.149	270
174.80.195.34	387
174.94.82.138	392
174.96.30.70	654
174.97.218.207	374
174.104.163.120	267
174.107.197.253	203
174.121.215.145	392
174.128.82.138	435
174.138.119.26	240
174.153.129.70	448
